"","site_key","longitude_decimal_degrees","latitude_decimal_degrees","location_accuracy_min","location_accuracy_max","hzn_top","hzn_bot","hzn_desgn","db","w3cld","w15l2","tex_psda","clay_tot_psa","silt_tot_psa","sand_tot_psa","oc_v","ph_h2o_v","ksat_lab","ksat_field","source_db","location_id","hzn_depth"
"19781","Grunwald_2020",-83.37222,29.73360999,0,100,175,203,NA,1.64,3.8376,0.8856,"sand",1.8,0.7,97.5,0.08,4.3,726,NA,"Florida_ksat_data","ID_-83.37222_29.73361",189
"19782","Grunwald_2020",-83.60833,29.97721999,0,100,0,13,NA,1.47,5.292,1.47,"sand",0.8,1.8,97.4,0.76,3.8,693.6,NA,"Florida_ksat_data","ID_-83.60833_29.97722",6.5
"19783","Grunwald_2020",-83.60833,29.97721999,0,100,13,23,NA,1.57,3.297,0.942,"sand",0.4,1.2,98.4,0.28,5,710.4,NA,"Florida_ksat_data","ID_-83.60833_29.97722",18
"19784","Grunwald_2020",-83.60833,29.97721999,0,100,23,79,NA,1.53,2.754,0.918,"sand",0.4,1.7,97.9,0.13,5.5,727.2,NA,"Florida_ksat_data","ID_-83.60833_29.97722",51
"19785","Grunwald_2020",-83.60833,29.97721999,0,100,79,86,NA,1.55,2.48,0.93,"sand",0.9,5.1,94,0.13,5.3,648,NA,"Florida_ksat_data","ID_-83.60833_29.97722",82.5
"19786","Grunwald_2020",-83.60833,29.97721999,0,100,86,132,NA,1.6,33.92,14.88,"sandy clay loam",33,5.8,61.2,0.32,6.6,55.2,NA,"Florida_ksat_data","ID_-83.60833_29.97722",109
"19787","Grunwald_2020",-83.59278,29.97999999,0,100,18,38,NA,1.54,3.696,1.386,"sand",0.4,2.2,97.4,0.41,4.6,472.8,NA,"Florida_ksat_data","ID_-83.59278_29.98",28
"19788","Grunwald_2020",-83.59278,29.97999999,0,100,38,66,NA,1.54,3.234,0.924,"sand",0.7,2.7,96.6,0.24,5,441.6,NA,"Florida_ksat_data","ID_-83.59278_29.98",52
"19789","Grunwald_2020",-83.59278,29.97999999,0,100,66,76,NA,1.39,13.344,3.197,"sand",3.6,5.2,91.2,1.34,4.7,386.4,NA,"Florida_ksat_data","ID_-83.59278_29.98",71
"19790","Grunwald_2020",-83.59278,29.97999999,0,100,76,86,NA,1.39,9.869,2.224,"sand",2.2,3.8,94,1.27,4.9,789.6,NA,"Florida_ksat_data","ID_-83.59278_29.98",81
"19791","Grunwald_2020",-83.59278,29.97999999,0,100,112,203,NA,1.58,3.318,0.632,"sand",0.4,2.5,97.1,0.22,5.2,616.8,NA,"Florida_ksat_data","ID_-83.59278_29.98",157.5
"19792","Grunwald_2020",-83.50833,30.13832999,0,100,0,15,NA,1.56,8.736,2.808,"sand",4,3.9,92.1,1.1,5.3,213.6,NA,"Florida_ksat_data","ID_-83.50833_30.13833",7.5
"19793","Grunwald_2020",-83.50833,30.13832999,0,100,15,58,NA,1.67,9.185,3.006,"sand",3.6,5.2,91.2,0.46,5.5,139.2,NA,"Florida_ksat_data","ID_-83.50833_30.13833",36.5
"19794","Grunwald_2020",-83.50833,30.13832999,0,100,58,71,NA,1.65,18.48,11.22,"sandy loam",14.2,4.6,81.2,0.28,4.8,50.4,NA,"Florida_ksat_data","ID_-83.50833_30.13833",64.5
"19795","Grunwald_2020",-83.50833,30.13832999,0,100,71,173,NA,1.77,21.24,13.452,"sandy loam",18.4,4,77.6,0.11,4.8,21.6,NA,"Florida_ksat_data","ID_-83.50833_30.13833",122
"19796","Grunwald_2020",-83.50833,30.13832999,0,100,173,226,NA,1.83,14.091,8.052,"loamy sand",12.5,3.1,84.4,0.14,4.8,14.4,NA,"Florida_ksat_data","ID_-83.50833_30.13833",199.5
"19797","Grunwald_2020",-83.56278,30.14582999,0,100,0,18,NA,1.53,9.18,2.448,"sand",2.5,5,92.5,1.53,5.7,216,NA,"Florida_ksat_data","ID_-83.56278_30.14583",9
"19798","Grunwald_2020",-83.56278,30.14582999,0,100,18,71,NA,1.56,6.708,4.836,"sand",1.7,6.9,91.4,0.26,4.6,259.2,NA,"Florida_ksat_data","ID_-83.56278_30.14583",44.5
"19799","Grunwald_2020",-83.56278,30.14582999,0,100,71,119,NA,1.56,5.304,1.092,"sand",2.4,5.8,91.8,0.16,5.4,384,NA,"Florida_ksat_data","ID_-83.56278_30.14583",95
"19800","Grunwald_2020",-83.56278,30.14582999,0,100,119,137,NA,1.75,14.875,6.65,"sandy loam",11.2,7.6,81.2,0.17,5.2,28.8,NA,"Florida_ksat_data","ID_-83.56278_30.14583",128
"19801","Grunwald_2020",-83.56278,30.14582999,0,100,137,160,NA,1.73,19.722,9.169,"sandy loam",16.2,8.6,75.2,0.08,5.2,14.4,NA,"Florida_ksat_data","ID_-83.56278_30.14583",148.5
"19802","Grunwald_2020",-83.56278,30.14582999,0,100,160,203,NA,1.56,29.796,17.004,"sandy clay loam",27.3,8.5,64.2,0.18,5.2,4.8,NA,"Florida_ksat_data","ID_-83.56278_30.14583",181.5
"19803","Grunwald_2020",-83.59278,30.11332999,0,100,8,23,NA,0.23,NA,10.672,NA,NA,NA,NA,48.39,3.7,1713.6,NA,"Florida_ksat_data","ID_-83.59278_30.11333",15.5
"19804","Grunwald_2020",-83.59278,30.11332999,0,100,23,56,NA,0.22,NA,8.998,NA,NA,NA,NA,42.52,3.7,4416,NA,"Florida_ksat_data","ID_-83.59278_30.11333",39.5
"19805","Grunwald_2020",-83.59278,30.11332999,0,100,56,64,NA,1.45,10.73,3.045,"sand",2,3.2,94.8,2.34,4,504,NA,"Florida_ksat_data","ID_-83.59278_30.11333",60
"19806","Grunwald_2020",-83.59278,30.11332999,0,100,64,152,NA,1.61,5.152,1.288,"sand",1.8,3.4,94.8,1.26,4.4,348,NA,"Florida_ksat_data","ID_-83.59278_30.11333",108
"19807","Grunwald_2020",-83.59278,30.11332999,0,100,152,203,NA,1.56,2.34,1.092,"sand",0.6,1.2,98.2,0.17,4.9,568.8,NA,"Florida_ksat_data","ID_-83.59278_30.11333",177.5
"19808","Grunwald_2020",-83.59722,29.97610999,0,100,0,15,NA,1.43,5.577,2.86,"sand",2,0.6,97.4,0.67,4.6,672,NA,"Florida_ksat_data","ID_-83.59722_29.97611",7.5
"19809","Grunwald_2020",-83.59722,29.97610999,0,100,15,71,NA,1.58,3.318,1.106,"sand",0.6,2.4,97,0.67,6.5,482.4,NA,"Florida_ksat_data","ID_-83.59722_29.97611",43
"19810","Grunwald_2020",-83.59722,29.97610999,0,100,71,81,NA,1.52,9.728,2.584,"sand",2.8,3.9,93.3,0.64,5.6,316.8,NA,"Florida_ksat_data","ID_-83.59722_29.97611",76
"19811","Grunwald_2020",-83.59722,29.97610999,0,100,81,99,NA,1.79,6.623,1.79,"sand",1.7,3.7,94.6,0.53,6.1,386.4,NA,"Florida_ksat_data","ID_-83.59722_29.97611",90
"19812","Grunwald_2020",-83.59722,29.97610999,0,100,99,135,NA,1.61,4.669,0.966,"sand",1.2,2.7,96.1,0.31,6.7,417.6,NA,"Florida_ksat_data","ID_-83.59722_29.97611",117
"19813","Grunwald_2020",-83.59722,29.97610999,0,100,135,170,NA,1.69,25.35,10.816,"sandy clay loam",22.6,2.2,75.2,0.31,7.1,40.8,NA,"Florida_ksat_data","ID_-83.59722_29.97611",152.5
"19814","Grunwald_2020",-83.59722,29.97610999,0,100,170,203,NA,1.14,47.652,22.002,"sandy clay",36.8,5.4,57.8,0.36,7.6,4.8,NA,"Florida_ksat_data","ID_-83.59722_29.97611",186.5
"19815","Grunwald_2020",-83.37389,29.82332999,0,100,0,18,NA,1.19,22.61,5.831,"sand",3.6,2.1,94.3,1.28,6.4,338.4,NA,"Florida_ksat_data","ID_-83.37389_29.82333",9
"19816","Grunwald_2020",-83.37389,29.82332999,0,100,18,58,NA,1.73,3.806,0.692,"sand",0.9,1.9,97.2,0.22,7,338.4,NA,"Florida_ksat_data","ID_-83.37389_29.82333",38
"19817","Grunwald_2020",-83.37389,29.82332999,0,100,58,79,NA,1.68,3.024,0.336,"sand",0.8,2.3,96.9,0.18,7.3,458.4,NA,"Florida_ksat_data","ID_-83.37389_29.82333",68.5
"19818","Grunwald_2020",-83.37389,29.82332999,0,100,79,135,NA,1.65,23.43,10.395,"sandy loam",16.3,5,78.7,0.28,6.9,43.2,NA,"Florida_ksat_data","ID_-83.37389_29.82333",107
"19819","Grunwald_2020",-83.37389,29.82332999,0,100,135,203,NA,1.78,16.02,6.586,"sandy clay loam",28,9.8,62.2,0.28,7.1,36,NA,"Florida_ksat_data","ID_-83.37389_29.82333",169
"19820","Grunwald_2020",-83.36278,29.81332999,0,100,0,23,NA,1.45,7.685,2.03,"sand",1.7,1.8,96.5,1.06,5.2,403.2,NA,"Florida_ksat_data","ID_-83.36278_29.81333",11.5
"19821","Grunwald_2020",-83.36278,29.81332999,0,100,23,46,NA,1.67,3.34,0.668,"sand",0.9,1.9,97.2,0.27,6.6,528,NA,"Florida_ksat_data","ID_-83.36278_29.81333",34.5
"19822","Grunwald_2020",-83.36278,29.81332999,0,100,46,79,NA,1.69,5.07,1.014,"sand",0.9,6.9,92.2,0.36,6.7,316.8,NA,"Florida_ksat_data","ID_-83.36278_29.81333",62.5
"19823","Grunwald_2020",-83.36278,29.81332999,0,100,79,147,NA,1.75,3.325,0.35,"sand",0.4,2.6,97,0.14,6.9,338.4,NA,"Florida_ksat_data","ID_-83.36278_29.81333",113
"19824","Grunwald_2020",-83.36278,29.81332999,0,100,147,203,NA,1.38,45.54,27.738,"sandy clay loam",23.2,11.5,65.2,0.49,7,2.4,NA,"Florida_ksat_data","ID_-83.36278_29.81333",175
"19825","Grunwald_2020",-82.56327574,29.9964185,0,100,0,28,NA,1.5,14.94,4.605,"sand",5.2,4.2,90.6,1.47,4.5,40.56,NA,"Florida_ksat_data","ID_-82.56328_29.99642",14
"19826","Grunwald_2020",-82.56327574,29.9964185,0,100,28,68,NA,1.51,9.7999,4.1827,"loamy sand",7.4,5.1,87.5,0.36,5,220.8,NA,"Florida_ksat_data","ID_-82.56328_29.99642",48
"19827","Grunwald_2020",-82.56327574,29.9964185,0,100,68,114,NA,1.51,7.1272,4.2431,"loamy sand",9.3,4.2,86.5,0.15,4.8,1147.2,NA,"Florida_ksat_data","ID_-82.56328_29.99642",91
"19828","Grunwald_2020",-82.56327574,29.9964185,0,100,114,173,NA,1.53,9.5625,4.8195,"loamy sand",11.2,3.8,85,0.09,4.9,588,NA,"Florida_ksat_data","ID_-82.56328_29.99642",143.5
"19829","Grunwald_2020",-82.56327574,29.9964185,0,100,173,203,NA,1.6,7.376,4.048,"sand",7.3,3,89.7,0.12,5.3,603.6,NA,"Florida_ksat_data","ID_-82.56328_29.99642",188
"19830","Grunwald_2020",-82.56124792,29.99622393,0,100,0,23,NA,1.49,7.6735,2.2052,"sand",1.9,5.9,92.2,0.69,5.3,458.4,NA,"Florida_ksat_data","ID_-82.56125_29.99622",11.5
"19831","Grunwald_2020",-82.56124792,29.99622393,0,100,23,48,NA,1.49,4.4849,1.2069,"sand",1.9,4.6,93.5,0.34,5.5,836.4,NA,"Florida_ksat_data","ID_-82.56125_29.99622",35.5
"19832","Grunwald_2020",-82.56124792,29.99622393,0,100,48,91,NA,1.53,3.5802,1.0404,"sand",1.6,4.2,94.2,0.16,5.6,710.4,NA,"Florida_ksat_data","ID_-82.56125_29.99622",69.5
"19833","Grunwald_2020",-82.56124792,29.99622393,0,100,91,124,NA,1.59,3.0687,0.6996,"sand",1.4,3.9,94.7,0.04,5.5,520.8,NA,"Florida_ksat_data","ID_-82.56125_29.99622",107.5
"19834","Grunwald_2020",-82.56124792,29.99622393,0,100,124,150,NA,1.61,8.9033,4.4114,"loamy sand",10.3,4.3,85.4,0.11,5,215.52,NA,"Florida_ksat_data","ID_-82.56125_29.99622",137
"19835","Grunwald_2020",-82.56124792,29.99622393,0,100,150,203,NA,1.61,21.5579,11.6725,"sandy clay loam",24.6,5,70.4,0.16,4.5,21.84,NA,"Florida_ksat_data","ID_-82.56125_29.99622",176.5
"19836","Grunwald_2020",-82.5530615,30.00140684,0,100,0,23,NA,1.54,9.6712,2.7412,"sand",3.1,6.3,90.6,1.26,5.1,202.32,NA,"Florida_ksat_data","ID_-82.55306_30.00141",11.5
"19837","Grunwald_2020",-82.5530615,30.00140684,0,100,23,91,NA,1.58,6.399,1.6274,"sand",2.4,5.3,92.3,0.15,5.2,562.8,NA,"Florida_ksat_data","ID_-82.55306_30.00141",57
"19838","Grunwald_2020",-82.5530615,30.00140684,0,100,91,107,NA,1.61,5.2164,1.3846,"sand",2.2,5.3,92.5,0.07,4.9,468,NA,"Florida_ksat_data","ID_-82.55306_30.00141",99
"19839","Grunwald_2020",-82.5530615,30.00140684,0,100,107,122,NA,1.62,8.1162,3.3372,"sand",6.5,5.1,88.4,0.09,4.7,341.76,NA,"Florida_ksat_data","ID_-82.55306_30.00141",114.5
"19840","Grunwald_2020",-82.5530615,30.00140684,0,100,122,155,NA,1.65,21.252,10.923,"sandy clay loam",23.7,5.6,70.7,0.07,4.6,27.12,NA,"Florida_ksat_data","ID_-82.55306_30.00141",138.5
"19841","Grunwald_2020",-82.5530615,30.00140684,0,100,155,188,NA,1.61,30.107,19.964,"sandy clay",35.3,3.6,61.1,0.09,4.2,13.2,NA,"Florida_ksat_data","ID_-82.55306_30.00141",171.5
"19842","Grunwald_2020",-82.5530615,30.00140684,0,100,188,203,NA,1.68,32.2896,23.7384,"sandy clay",35.5,2.2,62.3,0.06,4,6.48,NA,"Florida_ksat_data","ID_-82.55306_30.00141",195.5
"19843","Grunwald_2020",-82.49709393,29.95071254,0,100,0,20,NA,1.58,8.3108,3.476,"sand",2.9,4.8,92.3,0.82,4.6,446.4,NA,"Florida_ksat_data","ID_-82.49709_29.95071",10
"19844","Grunwald_2020",-82.49709393,29.95071254,0,100,20,64,NA,1.59,6.7416,3.1641,"sand",3.8,4.4,91.8,0.18,4.7,441.6,NA,"Florida_ksat_data","ID_-82.49709_29.95071",42
"19845","Grunwald_2020",-82.49709393,29.95071254,0,100,64,107,NA,1.54,5.5902,2.6334,"sand",3.8,3.7,92.5,0.12,5,757.2,NA,"Florida_ksat_data","ID_-82.49709_29.95071",85.5
"19846","Grunwald_2020",-82.49709393,29.95071254,0,100,107,162,NA,1.61,3.8318,1.6583,"sand",3.5,3.4,93.1,0.04,4.9,654,NA,"Florida_ksat_data","ID_-82.49709_29.95071",134.5
"19847","Grunwald_2020",-82.49709393,29.95071254,0,100,162,203,NA,1.67,17.0173,9.6526,"sandy loam",18.8,4.8,76.4,0.07,5,65.76,NA,"Florida_ksat_data","ID_-82.49709_29.95071",182.5
"19848","Grunwald_2020",-82.45881141,29.97071533,0,100,0,23,NA,1.64,5.6744,2.2468,"sand",1.1,4.3,94.6,0.54,5.6,346.8,NA,"Florida_ksat_data","ID_-82.45881_29.97072",11.5
"19849","Grunwald_2020",-82.45881141,29.97071533,0,100,23,68,NA,1.67,5.6112,1.4529,"sand",1.4,4.5,94.1,0.25,5.6,384,NA,"Florida_ksat_data","ID_-82.45881_29.97072",45.5
"19850","Grunwald_2020",-82.45881141,29.97071533,0,100,68,89,NA,1.65,4.1745,1.0395,"sand",1.5,4.2,94.3,0.1,5.5,553.2,NA,"Florida_ksat_data","ID_-82.45881_29.97072",78.5
"19851","Grunwald_2020",-82.45881141,29.97071533,0,100,89,142,NA,1.67,4.6426,0.5845,"sand",1.6,2.7,95.7,0.07,5.7,474,NA,"Florida_ksat_data","ID_-82.45881_29.97072",115.5
"19852","Grunwald_2020",-82.45881141,29.97071533,0,100,142,155,NA,1.88,14.4384,6.6552,"loamy sand",10.8,5.4,83.8,0.07,5,4.56,NA,"Florida_ksat_data","ID_-82.45881_29.97072",148.5
"19853","Grunwald_2020",-82.45881141,29.97071533,0,100,155,175,NA,1.8,21.582,10.332,"sandy clay loam",23.6,4.1,72.3,0.08,4.5,7.2,NA,"Florida_ksat_data","ID_-82.45881_29.97072",165
"19854","Grunwald_2020",-82.45881141,29.97071533,0,100,175,203,NA,1.73,28.6834,17.1789,"sandy clay loam",26.6,2.3,71.1,0.05,4.4,5.28,NA,"Florida_ksat_data","ID_-82.45881_29.97072",189
"19855","Grunwald_2020",-82.46097285,29.97004472,0,100,0,20,NA,1.44,9.2304,2.592,"sand",0.8,3.7,95.5,1.04,4.9,552,NA,"Florida_ksat_data","ID_-82.46097_29.97004",10
"19856","Grunwald_2020",-82.46097285,29.97004472,0,100,20,38,NA,1.63,4.5966,0.5868,"sand",1.2,4.4,94.4,0.17,5.1,363.6,NA,"Florida_ksat_data","ID_-82.46097_29.97004",29
"19857","Grunwald_2020",-82.46097285,29.97004472,0,100,38,53,NA,1.56,11.4036,2.106,"sand",1.5,5.4,93.1,1.01,4.3,410.4,NA,"Florida_ksat_data","ID_-82.46097_29.97004",45.5
"19858","Grunwald_2020",-82.46097285,29.97004472,0,100,53,74,NA,1.5,9.99,1.86,"sand",2.6,5.5,91.9,0.84,4.3,844.8,NA,"Florida_ksat_data","ID_-82.46097_29.97004",63.5
"19859","Grunwald_2020",-82.46097285,29.97004472,0,100,74,127,NA,1.66,4.8472,0.4482,"sand",1.1,3.5,95.4,0.08,5,355.2,NA,"Florida_ksat_data","ID_-82.46097_29.97004",100.5
"19860","Grunwald_2020",-82.46097285,29.97004472,0,100,127,152,NA,1.85,19.5175,9.435,"sandy loam",17.6,6.3,76.1,0.12,4.2,3.36,NA,"Florida_ksat_data","ID_-82.46097_29.97004",139.5
"19861","Grunwald_2020",-82.46097285,29.97004472,0,100,152,203,NA,1.63,32.763,20.2772,"sandy clay loam",23.1,3.9,73,0.06,3.9,2.4,NA,"Florida_ksat_data","ID_-82.46097_29.97004",177.5
"19862","Grunwald_2020",-82.51465735,30.02722743,0,100,0,15,NA,1.4,15.988,4.382,"loamy sand",6.8,7,86.2,1.71,6.4,465.6,NA,"Florida_ksat_data","ID_-82.51466_30.02723",7.5
"19863","Grunwald_2020",-82.51465735,30.02722743,0,100,15,33,NA,1.83,12.7734,6.7344,"loamy sand",4.8,7.9,87.3,0.66,6.2,584.4,NA,"Florida_ksat_data","ID_-82.51466_30.02723",24
"19864","Grunwald_2020",-82.51465735,30.02722743,0,100,33,61,NA,1.61,11.1734,4.025,"sand",5,6.2,88.8,0.25,6.4,394.8,NA,"Florida_ksat_data","ID_-82.51466_30.02723",47
"19865","Grunwald_2020",-82.51465735,30.02722743,0,100,61,74,NA,1.56,13.1976,6.8796,"loamy sand",8.3,6.6,85.1,0.18,6.1,358.8,NA,"Florida_ksat_data","ID_-82.51466_30.02723",67.5
"19866","Grunwald_2020",-82.51465735,30.02722743,0,100,74,127,NA,1.54,28.028,19.481,"sandy clay loam",20,9,71,0.21,5.9,6.48,NA,"Florida_ksat_data","ID_-82.51466_30.02723",100.5
"19867","Grunwald_2020",-82.51465735,30.02722743,0,100,127,175,NA,1.43,36.5937,25.8258,"sandy clay",40,8.5,51.5,0.12,5,38.64,NA,"Florida_ksat_data","ID_-82.51466_30.02723",151
"19868","Grunwald_2020",-82.51465735,30.02722743,0,100,175,203,NA,1.34,47.57,29.6274,"clay",49.7,11.2,39.1,0.14,5.1,6.48,NA,"Florida_ksat_data","ID_-82.51466_30.02723",189
"19869","Grunwald_2020",-82.54943661,29.97772491,0,100,0,18,NA,1.57,9.4514,2.6376,"sand",3.8,5.2,91,0.63,5.3,331.2,NA,"Florida_ksat_data","ID_-82.54944_29.97772",9
"19870","Grunwald_2020",-82.54943661,29.97772491,0,100,18,58,NA,1.6,8.256,2.336,"sand",4.3,6.4,89.3,0.24,5.3,399.6,NA,"Florida_ksat_data","ID_-82.54944_29.97772",38
"19871","Grunwald_2020",-82.54943661,29.97772491,0,100,58,79,NA,1.66,10.7734,2.905,"sand",5.4,6.3,88.3,0.2,5.2,224.64,NA,"Florida_ksat_data","ID_-82.54944_29.97772",68.5
"19872","Grunwald_2020",-82.54943661,29.97772491,0,100,79,102,NA,1.65,19.6515,8.976,"loamy sand",8.6,5.9,85.5,0.1,5.2,76.8,NA,"Florida_ksat_data","ID_-82.54944_29.97772",90.5
"19873","Grunwald_2020",-82.54943661,29.97772491,0,100,102,152,NA,1.37,27.0301,12.5629,"sandy clay loam",21.8,9.8,68.4,0.11,5,223.68,NA,"Florida_ksat_data","ID_-82.54944_29.97772",127
"19874","Grunwald_2020",-82.54943661,29.97772491,0,100,152,203,NA,1.54,31.7702,14.5838,"sandy clay loam",26.6,8.2,65.2,0.05,5,35.04,NA,"Florida_ksat_data","ID_-82.54944_29.97772",177.5
"19875","Grunwald_2020",-82.54996286,29.97884127,0,100,0,20,NA,1.54,11.627,5.2052,"loamy sand",6.5,5.4,88.1,1.03,5.4,141.84,NA,"Florida_ksat_data","ID_-82.54996_29.97884",10
"19876","Grunwald_2020",-82.54996286,29.97884127,0,100,20,38,NA,1.44,10.6128,5.1696,"loamy sand",8.6,6.5,84.9,0.52,5.5,553.2,NA,"Florida_ksat_data","ID_-82.54996_29.97884",29
"19877","Grunwald_2020",-82.54996286,29.97884127,0,100,38,71,NA,1.55,12.8185,6.572,"loamy sand",11.1,5.3,83.6,0.33,5.4,252.48,NA,"Florida_ksat_data","ID_-82.54996_29.97884",54.5
"19878","Grunwald_2020",-82.54996286,29.97884127,0,100,71,86,NA,1.61,18.6599,10.1108,"sandy loam",16.1,5.9,78,0.23,5.5,76.56,NA,"Florida_ksat_data","ID_-82.54996_29.97884",78.5
"19879","Grunwald_2020",-82.54996286,29.97884127,0,100,86,122,NA,1.27,28.7909,18.8849,"sandy clay loam",33.5,9,57.5,0.16,5,59.28,NA,"Florida_ksat_data","ID_-82.54996_29.97884",104
"19880","Grunwald_2020",-82.54996286,29.97884127,0,100,122,160,NA,1.26,31.9032,14.6916,"sandy clay loam",30.3,9.5,60.2,0.12,4.9,19.44,NA,"Florida_ksat_data","ID_-82.54996_29.97884",141
"19881","Grunwald_2020",-82.54996286,29.97884127,0,100,160,203,NA,1.43,43.9582,14.4287,"sandy clay loam",26.2,4.7,69.1,0.09,4.9,10.56,NA,"Florida_ksat_data","ID_-82.54996_29.97884",181.5
"19882","Grunwald_2020",-82.54654354,29.97874218,0,100,0,18,NA,1.53,12.7143,6.0435,"loamy sand",6.3,6,87.7,1,5.4,170.16,NA,"Florida_ksat_data","ID_-82.54654_29.97874",9
"19883","Grunwald_2020",-82.54654354,29.97874218,0,100,18,64,NA,1.49,10.9962,5.2597,"sandy loam",12.9,6.4,80.7,0.19,5.4,622.8,NA,"Florida_ksat_data","ID_-82.54654_29.97874",41
"19884","Grunwald_2020",-82.54654354,29.97874218,0,100,64,81,NA,1.59,15.5184,8.6019,"sandy loam",14.2,4.7,81.1,0.11,5.1,149.76,NA,"Florida_ksat_data","ID_-82.54654_29.97874",72.5
"19885","Grunwald_2020",-82.54654354,29.97874218,0,100,81,117,NA,1.71,19.2375,10.8072,"sandy loam",16.2,4.6,79.2,0.04,5,50.4,NA,"Florida_ksat_data","ID_-82.54654_29.97874",99
"19886","Grunwald_2020",-82.54654354,29.97874218,0,100,117,155,NA,1.65,24.1395,13.4805,"sandy clay loam",22.1,4.3,73.6,0.07,5,19.44,NA,"Florida_ksat_data","ID_-82.54654_29.97874",136
"19887","Grunwald_2020",-82.54654354,29.97874218,0,100,155,203,NA,1.67,28.1896,15.3306,"sandy clay loam",22,4.8,73.2,0.05,5.1,252.48,NA,"Florida_ksat_data","ID_-82.54654_29.97874",179
"19888","Grunwald_2020",-82.51786641,30.02695904,0,100,0,23,NA,1.53,9.9603,3.9321,"sand",4.6,3.5,91.9,0.97,5.8,217.44,NA,"Florida_ksat_data","ID_-82.51787_30.02696",11.5
"19889","Grunwald_2020",-82.51786641,30.02695904,0,100,23,43,NA,1.66,5.4614,2.6062,"sand",3,6.1,90.9,0.03,5.9,164.16,NA,"Florida_ksat_data","ID_-82.51787_30.02696",33
"19890","Grunwald_2020",-82.51786641,30.02695904,0,100,43,58,NA,1.64,5.9696,1.7712,"sand",2.2,5.6,92.2,0.13,5.6,297.6,NA,"Florida_ksat_data","ID_-82.51787_30.02696",50.5
"19891","Grunwald_2020",-82.51786641,30.02695904,0,100,58,107,NA,1.86,13.7082,7.812,"sandy loam",12.1,6.1,81.8,0.08,5.1,31.44,NA,"Florida_ksat_data","ID_-82.51787_30.02696",82.5
"19892","Grunwald_2020",-82.51786641,30.02695904,0,100,107,168,NA,1.8,23.904,13.104,"sandy loam",18.9,5.3,75.8,0.05,5.3,7.68,NA,"Florida_ksat_data","ID_-82.51787_30.02696",137.5
"19893","Grunwald_2020",-82.51786641,30.02695904,0,100,168,203,NA,1.81,27.4396,11.5116,"sandy loam",18.7,6,75.3,0.05,5.3,3.36,NA,"Florida_ksat_data","ID_-82.51787_30.02696",185.5
"19894","Grunwald_2020",-81.16593742,29.00823239,0,100,0,0,NA,1.25,17.9625,5.275,"sand",1.9,11.3,86.8,4.4,4.1,420,NA,"Florida_ksat_data","ID_-81.16594_29.00823",0
"19895","Grunwald_2020",-81.16593742,29.00823239,0,100,8,8,NA,1.46,6.5116,1.7666,"sand",0.9,8.1,91,0.77,4.4,394.8,NA,"Florida_ksat_data","ID_-81.16594_29.00823",8
"19896","Grunwald_2020",-81.16593742,29.00823239,0,100,18,18,NA,1.38,5.4096,0.9798,"sand",1,6.5,92.5,0.21,5.7,370.8,NA,"Florida_ksat_data","ID_-81.16594_29.00823",18
"19897","Grunwald_2020",-81.16593742,29.00823239,0,100,33,33,NA,1.53,3.7791,0.9945,"sand",1.1,7.3,91.6,0.14,6.4,283.2,NA,"Florida_ksat_data","ID_-81.16594_29.00823",33
"19898","Grunwald_2020",-81.16593742,29.00823239,0,100,51,51,NA,1.42,31.1832,5.9214,"loamy sand",7.7,9.5,82.8,1.95,4.8,59.76,NA,"Florida_ksat_data","ID_-81.16594_29.00823",51
"19899","Grunwald_2020",-81.16593742,29.00823239,0,100,64,64,NA,1.4,21.756,5.04,"loamy sand",5.6,7.5,86.9,1.25,5.2,175.44,NA,"Florida_ksat_data","ID_-81.16594_29.00823",64
"19900","Grunwald_2020",-81.16593742,29.00823239,0,100,74,74,NA,1.51,19.5998,4.0015,"sand",4.3,7.1,88.6,0.77,5.3,100.8,NA,"Florida_ksat_data","ID_-81.16594_29.00823",74
"19901","Grunwald_2020",-81.16593742,29.00823239,0,100,86,86,NA,1.57,35.9844,13.2351,"sandy clay loam",26.4,3.9,69.7,0.5,5,17.52,NA,"Florida_ksat_data","ID_-81.16594_29.00823",86
"19902","Grunwald_2020",-81.16593742,29.00823239,0,100,124,124,NA,1.75,30.1175,18.585,"sandy clay loam",26.5,3.4,70.1,0.18,4.8,6.24,NA,"Florida_ksat_data","ID_-81.16594_29.00823",124
"19903","Grunwald_2020",-81.17898964,29.00032008,0,100,0,5,NA,1.24,22.94,6.2992,"loamy sand",4.5,20.4,75.1,3.62,4.6,226.32,NA,"Florida_ksat_data","ID_-81.17899_29.00032",2.5
"19904","Grunwald_2020",-81.17898964,29.00032008,0,100,5,23,NA,1.42,9.372,1.9028,"sand",2.2,6.2,91.6,0.66,5.5,386.4,NA,"Florida_ksat_data","ID_-81.17899_29.00032",14
"19905","Grunwald_2020",-81.17898964,29.00032008,0,100,23,41,NA,1.51,8.9845,1.2231,"sand",1,3,96,0.09,7.2,370.8,NA,"Florida_ksat_data","ID_-81.17899_29.00032",32
"19906","Grunwald_2020",-81.17898964,29.00032008,0,100,41,58,NA,1.68,5.5104,1.0416,"sand",2.9,6.3,90.8,0.05,8.1,80.88,NA,"Florida_ksat_data","ID_-81.17899_29.00032",49.5
